Nama Bahan Makanan,Air,Energi,Protein,Lemak,Karbohidrat,Serat,Abu,Kalsium,Fosfor,Besi,Natrium,Kalium,Tembaga,Seng,Retinol,Beta-karoten,Karoten total,Vitamin B1,Vitamin B2,Niasin,Vitamin C,BDD,Mentah/Olahan,Kelompok Makanan
"Cabbage,Chinese (Pak-Choi),Ckd,Bld,Drnd,Wo/Salt",,12.0,1.56,0.16,1.78,,,93.0,,1.04,34.0,371.0,,,,,,,,,26.0,,,
"Cabbage,Chinese (Pe-Tsai),Raw",,16.0,1.2,0.2,3.23,,,77.0,,0.31,9.0,238.0,,,,,,,,,27.0,,,
"Cabbage,Chinese (Pe-Tsai),Ckd,Bld,Drnd,Wo/Salt",,14.0,1.5,0.17,2.41,,,32.0,,0.3,9.0,225.0,,,,,,,,,15.8,,,
"Cardoon,Raw",,17.0,0.7,0.1,4.07,,,70.0,,0.7,170.0,400.0,,,,,,,,,2.0,,,
"Cardoon,Ckd,Bld,Drnd,Wo/Salt",,22.0,0.76,0.11,5.33,,,72.0,,0.73,176.0,392.0,,,,,,,,,1.7,,,
"Carrots,Raw",,41.0,0.93,0.24,9.58,,,33.0,,0.3,69.0,320.0,,,,,,,,,5.9,,,
"Carrots,Ckd,Bld,Drnd,Wo/Salt",,35.0,0.76,0.18,8.22,,,30.0,,0.34,58.0,235.0,,,,,,,,,3.6,,,
"Carrots,Cnd,Reg Pk,Sol&Liquids",,23.0,0.58,0.14,5.37,,,31.0,,0.52,240.0,173.0,,,,,,,,,2.0,,,
"Carrots,Cnd,Reg Pk,Drnd Sol",,25.0,0.64,0.19,5.54,,,25.0,,0.64,242.0,179.0,,,,,,,,,2.7,,,
"Carrots,Frozen,Unprepared",,36.0,0.78,0.46,7.9,,,36.0,,0.44,68.0,235.0,,,,,,,,,2.5,,,
"Carrots,Frz,Ckd,Bld,Drnd,Wo/Salt",,37.0,0.58,0.68,7.73,,,35.0,,0.53,59.0,192.0,,,,,,,,,2.3,,,
"Cassava,Raw",,160.0,1.36,0.28,38.06,,,16.0,,0.27,14.0,271.0,,,,,,,,,20.6,,,
"Cauliflower,Raw",,25.0,1.92,0.28,4.97,,,22.0,,0.42,30.0,299.0,,,,,,,,,48.2,,,
"Cauliflower,Ckd,Bld,Drnd,Wo/Salt",,23.0,1.84,0.45,4.11,,,16.0,,0.32,15.0,142.0,,,,,,,,,44.3,,,
"Cauliflower,Frz,Unprep",,24.0,2.01,0.27,4.68,,,22.0,,0.54,24.0,193.0,,,,,,,,,48.8,,,
"Cauliflower,Frz,Ckd,Bld,Drnd,Wo/Salt",,19.0,1.61,0.22,3.75,,,17.0,,0.41,18.0,139.0,,,,,,,,,31.3,,,
"Celeriac,Raw",,42.0,1.5,0.3,9.2,,,43.0,,0.7,100.0,300.0,,,,,,,,,8.0,,,
"Celeriac,Ckd,Bld,Drnd,Wo/Salt",,27.0,0.96,0.19,5.9,,,26.0,,0.43,61.0,173.0,,,,,,,,,3.6,,,
"Celery,Raw",,16.0,0.69,0.17,2.97,,,40.0,,0.2,80.0,260.0,,,,,,,,,3.1,,,
"Celery,Ckd,Bld,Drnd,Wo/Salt",,18.0,0.83,0.16,4.0,,,42.0,,0.42,91.0,284.0,,,,,,,,,6.1,,,
"Celtuce,Raw",,18.0,0.85,0.3,3.65,,,39.0,,0.55,11.0,330.0,,,,,,,,,19.5,,,
"Chard,Swiss,Raw",,19.0,1.8,0.2,3.74,,,51.0,,1.8,213.0,379.0,,,,,,,,,30.0,,,
"Chard,Swiss,Ckd,Bld,Drnd,Wo/Salt",,20.0,1.88,0.08,4.13,,,58.0,,2.26,179.0,549.0,,,,,,,,,18.0,,,
"Chayote,Fruit,Raw",,19.0,0.82,0.13,4.51,,,17.0,,0.34,2.0,125.0,,,,,,,,,7.7,,,
"Chayote,Fruit,Ckd,Bld,Drnd,Wo/Salt",,24.0,0.62,0.48,5.09,,,13.0,,0.22,1.0,173.0,,,,,,,,,8.0,,,
"Chicory,Witloof,Raw",,17.0,0.9,0.1,4.0,,,19.0,,0.24,2.0,211.0,,,,,,,,,2.8,,,
"Chicory Greens,Raw",,23.0,1.7,0.3,4.7,,,100.0,,0.9,45.0,420.0,,,,,,,,,24.0,,,
"Chicory Roots,Raw",,72.0,1.4,0.2,17.51,,,41.0,,0.8,50.0,290.0,,,,,,,,,5.0,,,
"Chives,Raw",,30.0,3.27,0.73,4.35,,,92.0,,1.6,3.0,296.0,,,,,,,,,58.1,,,
"Chrysanthemum,Garland,Raw",,24.0,3.36,0.56,3.02,,,117.0,,2.29,118.0,567.0,,,,,,,,,1.4,,,
"Chrysanthemum,Garland,Ckd,Bld,Drnd,Wo/Salt",,20.0,1.64,0.09,4.31,,,69.0,,3.74,53.0,569.0,,,,,,,,,23.9,,,
"Coleslaw,Home-Prepared",,78.0,1.29,2.61,12.41,,,45.0,,0.59,23.0,181.0,,,,,,,,,32.7,,,
"Collards,Raw",,30.0,2.45,0.42,5.69,,,145.0,,0.19,20.0,169.0,,,,,,,,,35.3,,,
"Collards,Ckd,Bld,Drnd,Wo/Salt",,26.0,2.11,0.36,4.91,,,140.0,,1.16,16.0,116.0,,,,,,,,,18.2,,,
"Collards,Frz,Chopd,Unprep",,33.0,2.69,0.37,6.46,,,201.0,,1.07,48.0,253.0,,,,,,,,,40.0,,,
"Collards,Frz,Chopd,Ckd,Bld,Drnd,Wo/Salt",,36.0,2.97,0.41,7.1,,,210.0,,1.12,50.0,251.0,,,,,,,,,26.4,,,
"Coriander (Cilantro) Leaves,Raw",,23.0,2.13,0.52,3.67,,,67.0,,1.77,46.0,521.0,,,,,,,,,27.0,,,
"Corn,Swt,Yel,Raw",,86.0,3.27,1.35,18.7,,,2.0,,0.52,15.0,270.0,,,,,,,,,6.8,,,
"Corn,Swt,Yel,Ckd,Bld,Drnd,Wo/Salt",,96.0,3.41,1.5,20.98,,,3.0,,0.45,1.0,218.0,,,,,,,,,5.5,,,
"Corn,Swt,Yel,Cnd,Brine Pk,Reg Pk,Sol&Liquids",,61.0,1.95,0.77,13.86,,,4.0,,0.36,195.0,136.0,,,,,,,,,2.6,,,
"Corn,Swt,Yel,Cnd,Whl Kernel,Drnd Sol",,79.0,2.46,1.11,17.77,,,4.0,,0.55,186.0,138.0,,,,,,,,,1.6,,,
"Corn,Swt,Yel,Cnd,Crm Style,Reg Pk",,72.0,1.74,0.42,18.13,,,3.0,,0.38,285.0,134.0,,,,,,,,,4.6,,,
"Corn,Swt,Yel,Cnd,Vacuum Pk,Reg Pk",,79.0,2.41,0.5,19.44,,,5.0,,0.42,272.0,186.0,,,,,,,,,8.1,,,
"Corn,Swt,Yel,Cnd,Drnd Sol,Rinsed W/ Tap H2o",,74.0,2.18,1.43,13.02,,,2.0,,0.22,163.0,116.0,,,,,,,,,1.7,,,
"Corn,Swt,Yel,Frz,Krnls Cut Off Cob,Unprep",,88.0,3.02,0.78,20.71,,,4.0,,0.42,3.0,213.0,,,,,,,,,6.4,,,
"Corn,Swt,Yel,Frz,Krnls Cut Off Cob,Bld,Drnd,Wo/Salt",,81.0,2.55,0.67,19.3,,,3.0,,0.47,1.0,233.0,,,,,,,,,3.5,,,
"Corn,Swt,Yel,Frz,Krnls On Cob,Unprep",,98.0,3.28,0.78,23.5,,,4.0,,0.68,5.0,294.0,,,,,,,,,7.2,,,
"Corn,Swt,Yel,Frz,Krnls On Cob,Ckd,Bld,Drnd,Wo/Salt",,94.0,3.11,0.74,22.33,,,3.0,,0.61,4.0,251.0,,,,,,,,,4.8,,,
"Corn,Yel,Whl Kernel,Frz,Microwaved",,131.0,3.62,1.42,25.87,,,5.0,,0.39,4.0,276.0,,,,,,,,,,,,
"Corn W/Red&Grn Peppers,Cnd,Sol&Liquids",,75.0,2.33,0.55,18.17,,,5.0,,0.79,347.0,153.0,,,,,,,,,8.8,,,
"Cornsalad,Raw",,21.0,2.0,0.4,3.6,,,38.0,,2.18,4.0,459.0,,,,,,,,,38.2,,,
"Cowpeas (Blackeyes),Immat Seeds,Raw",,90.0,2.95,0.35,18.83,,,126.0,,1.1,4.0,431.0,,,,,,,,,2.5,,,
"Cowpeas (Blackeyes),Immat Seeds,Ckd,Bld,Drnd,Wo/ Salt",,97.0,3.17,0.38,20.32,,,128.0,,1.12,4.0,418.0,,,,,,,,,2.2,,,
"Cowpeas (Blackeyes),Immat Seeds,Frz,Unprep",,139.0,8.98,0.7,25.13,,,26.0,,2.35,6.0,441.0,,,,,,,,,4.0,,,
"Cowpeas (Blackeyes),Immtre Seeds,Frz,Ckd,Bld,Drnd,Wo/Salt",,132.0,8.49,0.66,23.76,,,23.0,,2.12,5.0,375.0,,,,,,,,,2.6,,,
"Cowpeas,Young Pods W/Seeds,Raw",,44.0,3.3,0.3,9.5,,,65.0,,1.0,4.0,215.0,,,,,,,,,33.0,,,
"Cowpeas,Young Pods W/Seeds,Ckd,Bld,Drnd,Wo/Salt",,34.0,2.6,0.3,7.0,,,55.0,,0.7,3.0,196.0,,,,,,,,,17.0,,,
"Yardlong Bean,Raw",,47.0,2.8,0.4,8.35,,,50.0,,0.47,4.0,240.0,,,,,,,,,18.8,,,
"Yardlong Bean,Ckd,Bld,Drnd,Wo/Salt",,47.0,2.53,0.1,9.18,,,44.0,,0.98,4.0,290.0,,,,,,,,,16.2,,,
"Cowpeas,Leafy Tips,Raw",,29.0,4.1,0.25,4.82,,,63.0,,1.92,7.0,455.0,,,,,,,,,36.0,,,
"Cowpeas,Leafy Tips,Ckd,Bld,Drnd,Wo/Salt",,22.0,4.67,0.1,2.8,,,69.0,,1.09,6.0,351.0,,,,,,,,,18.4,,,
"Cress,Garden,Raw",,32.0,2.6,0.7,5.5,,,81.0,,1.3,14.0,606.0,,,,,,,,,69.0,,,
"Cress,Garden,Ckd,Bld,Drnd,Wo/Salt",,23.0,1.9,0.6,3.8,,,61.0,,0.8,8.0,353.0,,,,,,,,,23.0,,,
"Cucumber,With Peel,Raw",,15.0,0.65,0.11,3.63,,,16.0,,0.28,2.0,147.0,,,,,,,,,2.8,,,
"Cucumber,Peeled,Raw",,12.0,0.59,0.16,2.16,,,14.0,,0.22,2.0,136.0,,,,,,,,,3.2,,,
"Dandelion Greens,Raw",,45.0,2.7,0.7,9.2,,,187.0,,3.1,76.0,397.0,,,,,,,,,35.0,,,
"Dandelion Grns,Ckd,Bld,Drnd,Wo/Salt",,33.0,2.0,0.6,6.4,,,140.0,,1.8,44.0,232.0,,,,,,,,,18.0,,,
"Eggplant,Raw",,24.0,1.01,0.19,5.7,,,9.0,,0.24,2.0,230.0,,,,,,,,,2.2,,,
"Eggplant,Ckd,Bld,Drnd,Wo/Salt",,35.0,0.83,0.23,8.73,,,6.0,,0.25,1.0,123.0,,,,,,,,,1.3,,,
"Edamame,Frz,Unprep",,110.0,10.25,4.73,8.58,,,60.0,,2.11,6.0,482.0,,,,,,,,,9.7,,,
"Edamame,Frz,Prep",,122.0,10.88,5.2,9.94,,,63.0,,2.27,6.0,436.0,,,,,,,,,6.1,,,
"Endive,Raw",,17.0,1.25,0.2,3.35,,,52.0,,0.83,22.0,314.0,,,,,,,,,6.5,,,
"Garlic,Raw",,149.0,6.36,0.5,33.06,,,181.0,,1.7,17.0,401.0,,,,,,,,,31.2,,,
"Ginger Root,Raw",,80.0,1.82,0.75,17.77,,,16.0,,0.6,13.0,415.0,,,,,,,,,5.0,,,
"Gourd,White-Flowered (Calabash),Raw",,14.0,0.62,0.02,3.39,,,26.0,,0.2,2.0,150.0,,,,,,,,,10.1,,,
"Gourd,White-Flowered (Calabash),Ckd,Bld,Drnd,Wo/Salt",,15.0,0.6,0.02,3.69,,,24.0,,0.25,2.0,170.0,,,,,,,,,8.5,,,
"Gourd,Dishcloth (Towelgourd),Raw",,20.0,1.2,0.2,4.35,,,20.0,,0.36,3.0,139.0,,,,,,,,,12.0,,,
"Gourd,Dishcloth (Towelgourd),Ckd,Bld,Drnd,Wo/Salt",,56.0,0.66,0.34,14.34,,,9.0,,0.36,21.0,453.0,,,,,,,,,5.7,,,
"Drumstick Leaves,Raw",,64.0,9.4,1.4,8.28,,,185.0,,4.0,9.0,337.0,,,,,,,,,51.7,,,
"Drumstick Leaves,Ckd,Bld,Drnd,Wo/ Salt",,60.0,5.27,0.93,11.15,,,151.0,,2.32,9.0,344.0,,,,,,,,,31.0,,,
"Hyacinth-Beans,Immat Seeds,Raw",,46.0,2.1,0.2,9.19,,,50.0,,0.74,2.0,252.0,,,,,,,,,12.9,,,
"Hyacinth-Beans,Immat Seeds,Ckd,Bld,Drnd,Wo/Salt",,50.0,2.95,0.27,9.2,,,41.0,,0.76,2.0,262.0,,,,,,,,,5.1,,,
"Jerusalem-Artichokes,Raw",,73.0,2.0,0.01,17.44,,,14.0,,3.4,4.0,429.0,,,,,,,,,4.0,,,
"Jew'S Ear,(Pepeao),Raw",,25.0,0.48,0.04,6.75,,,16.0,,0.56,9.0,43.0,,,,,,,,,0.6,,,
"Pepeao,Dried",,298.0,4.82,0.44,81.03,,,113.0,,6.14,70.0,708.0,,,,,,,,,1.4,,,
"Jute,Potherb,Raw",,34.0,4.65,0.25,5.8,,,208.0,,4.76,8.0,559.0,,,,,,,,,37.0,,,
"Jute,Potherb,Ckd,Bld,Drnd,Wo/Salt",,37.0,3.68,0.2,7.29,,,211.0,,3.14,11.0,550.0,,,,,,,,,33.0,,,
"Kale,Raw",,50.0,3.3,0.7,10.01,,,135.0,,1.7,43.0,447.0,,,,,,,,,120.0,,,
"Kale,Ckd,Bld,Drnd,Wo/Salt",,28.0,1.9,0.4,5.63,,,72.0,,0.9,23.0,228.0,,,,,,,,,41.0,,,
"Kale,Frozen,Unprepared",,28.0,2.66,0.46,4.9,,,136.0,,0.93,15.0,333.0,,,,,,,,,39.3,,,
"Kale,Frz,Ckd,Bld,Drnd,Wo/Salt",,30.0,2.84,0.49,5.23,,,138.0,,0.94,15.0,321.0,,,,,,,,,25.2,,,
"Kanpyo,(Dried Gourd Strips)",,258.0,8.58,0.56,65.04,,,280.0,,5.12,15.0,1582.0,,,,,,,,,0.2,,,
"Mushrooms,Shiitake,Raw",,34.0,2.24,0.49,6.79,,,2.0,,0.41,9.0,304.0,,,,,,,,,,,,
"Mushrooms,Chanterelle,Raw",,38.0,1.49,0.53,6.86,,,15.0,,3.47,9.0,506.0,,,,,,,,,,,,
"Mushrooms,Morel,Raw",,31.0,3.12,0.57,5.1,,,43.0,,12.18,21.0,411.0,,,,,,,,,,,,
"Kohlrabi,Raw",,27.0,1.7,0.1,6.2,,,24.0,,0.4,20.0,350.0,,,,,,,,,62.0,,,
"Kohlrabi,Ckd,Bld,Drnd,Wo/Salt",,29.0,1.8,0.11,6.69,,,25.0,,0.4,21.0,340.0,,,,,,,,,54.0,,,
"Mushrooms,Portabella,Grilled",,29.0,3.28,0.58,4.44,,,3.0,,0.4,11.0,437.0,,,,,,,,,0.0,,,
"Lambsquarters,Raw",,43.0,4.2,0.8,7.3,,,309.0,,1.2,43.0,452.0,,,,,,,,,80.0,,,
"Lambsquarters,Ckd,Bld,Drnd,Wo/Salt",,32.0,3.2,0.7,5.0,,,258.0,,0.7,29.0,288.0,,,,,,,,,37.0,,,
"Leeks,(Bulb&Lower Leaf-Portion),Raw",,61.0,1.5,0.3,14.15,,,59.0,,2.1,20.0,180.0,,,,,,,,,12.0,,,
"Leeks,(Bulb&Lower Leaf-Portion),Ckd,Bld,Drnd,Wo/Salt",,31.0,0.81,0.2,7.62,,,30.0,,1.1,10.0,87.0,,,,,,,,,4.2,,,
"Lentils,Sprouted,Raw",,106.0,8.96,0.55,22.14,,,25.0,,3.21,11.0,322.0,,,,,,,,,16.5,,,
"Lentils,Sprouted,Ckd,Stir-Fried,Wo/Salt",,101.0,8.8,0.45,21.25,,,14.0,,3.1,10.0,284.0,,,,,,,,,12.6,,,
"Lettuce,Butterhead (Incl Boston&Bibb Types),Raw",,13.0,1.35,0.22,2.23,,,35.0,,1.24,5.0,238.0,,,,,,,,,3.7,,,
"Lettuce,Cos Or Romaine,Raw",,17.0,1.23,0.3,3.29,,,33.0,,0.97,8.0,247.0,,,,,,,,,4.0,,,
"Lettuce,Iceberg (Incl Crisphead Types),Raw",,14.0,0.9,0.14,2.97,,,18.0,,0.41,10.0,141.0,,,,,,,,,2.8,,,
"Lettuce,Grn Leaf,Raw",,15.0,1.36,0.15,2.87,,,36.0,,0.86,28.0,194.0,,,,,,,,,9.2,,,
"Lotus Root,Raw",,74.0,2.6,0.1,17.23,,,45.0,,1.16,40.0,556.0,,,,,,,,,44.0,,,
"Lotus Root,Ckd,Bld,Drnd,Wo/Salt",,66.0,1.58,0.07,16.02,,,26.0,,0.9,45.0,363.0,,,,,,,,,27.4,,,
"Lettuce,Red Leaf,Raw",,16.0,1.33,0.22,2.26,,,33.0,,1.2,25.0,187.0,,,,,,,,,3.7,,,
"Mountain Yam,Hawaii,Raw",,67.0,1.34,0.1,16.31,,,26.0,,0.44,13.0,418.0,,,,,,,,,2.6,,,
"Mountain Yam,Hawaii,Ckd,Stmd,Wo/Salt",,82.0,1.73,0.08,20.0,,,8.0,,0.43,12.0,495.0,,,,,,,,,0.0,,,
"Mushrooms,White,Raw",,22.0,3.09,0.34,3.26,,,3.0,,0.5,5.0,318.0,,,,,,,,,2.1,,,
"Mushrooms,White,Ckd,Bld,Drnd,Wo/ Salt",,28.0,2.17,0.47,5.29,,,6.0,,1.74,2.0,356.0,,,,,,,,,4.0,,,
"Mushrooms,White,Stir-Fried",,26.0,3.58,0.33,4.04,,,4.0,,0.25,12.0,396.0,,,,,,,,,0.0,,,
"Mushrooms,Cnd,Drnd Sol",,25.0,1.87,0.29,5.09,,,11.0,,0.79,425.0,129.0,,,,,,,,,0.0,,,
"Mushrooms,Portabella,Raw",,22.0,2.11,0.35,3.87,,,3.0,,0.31,9.0,364.0,,,,,,,,,0.0,,,
"Mushrooms,Brown,Italian,Or Crimini,Raw",,22.0,2.5,0.1,4.3,,,18.0,,0.4,6.0,448.0,,,,,,,,,0.0,,,
"Mushrooms,Shiitake,Stir-Fried",,39.0,3.45,0.35,7.68,,,2.0,,0.53,5.0,326.0,,,,,,,,,0.0,,,
"Mushrooms,Shiitake,Dried",,296.0,9.58,0.99,75.37,,,11.0,,1.72,13.0,1534.0,,,,,,,,,3.5,,,
"Mushrooms,Shiitake,Ckd,Wo/Salt",,56.0,1.56,0.22,14.39,,,3.0,,0.44,4.0,117.0,,,,,,,,,0.3,,,
"Mustard Greens,Raw",,26.0,2.7,0.2,4.9,,,103.0,,1.46,25.0,354.0,,,,,,,,,70.0,,,
"Mustard Grns,Ckd,Bld,Drnd,Wo/Salt",,15.0,2.26,0.24,2.1,,,74.0,,0.7,16.0,202.0,,,,,,,,,25.3,,,
"Mustard Grns,Frz,Unprep",,20.0,2.49,0.27,3.41,,,116.0,,1.29,29.0,170.0,,,,,,,,,25.3,,,
"Mustard Grns,Frz,Ckd,Bld,Drnd,Wo/Salt",,19.0,2.27,0.25,3.11,,,101.0,,1.12,25.0,139.0,,,,,,,,,13.8,,,
"Mustard Spinach,(Tendergreen),Raw",,22.0,2.2,0.3,3.9,,,210.0,,1.5,21.0,449.0,,,,,,,,,130.0,,,
"Mustard Spinach,(Tendergreen),Ckd,Bld,Drnd,Wo/Salt",,16.0,1.7,0.2,2.8,,,158.0,,0.8,14.0,285.0,,,,,,,,,65.0,,,
"New Zealand Spinach,Raw",,14.0,1.5,0.2,2.5,,,58.0,,0.8,130.0,130.0,,,,,,,,,30.0,,,
"New Zealand Spinach,Ckd,Bld,Drnd,Wo/Salt",,12.0,1.3,0.17,2.13,,,48.0,,0.66,107.0,102.0,,,,,,,,,16.0,,,
"Okra,Raw",,31.0,2.0,0.1,7.03,,,81.0,,0.8,8.0,303.0,,,,,,,,,21.1,,,
"Okra,Ckd,Bld,Drnd,Wo/Salt",,22.0,1.87,0.21,4.51,,,77.0,,0.28,6.0,135.0,,,,,,,,,16.3,,,
"Okra,Frozen,Unprepared",,30.0,1.69,0.25,6.63,,,81.0,,0.57,3.0,211.0,,,,,,,,,12.4,,,
"Okra,Frz,Ckd,Bld,Drnd,Wo/Salt",,29.0,1.63,0.24,6.41,,,74.0,,0.52,3.0,184.0,,,,,,,,,9.6,,,
"Onions,Raw",,40.0,1.1,0.1,9.34,,,23.0,,0.21,4.0,146.0,,,,,,,,,7.4,,,
"Onions,Ckd,Bld,Drnd,Wo/Salt",,44.0,1.36,0.19,10.15,,,22.0,,0.24,3.0,166.0,,,,,,,,,5.2,,,
"Onions,Dehydrated Flakes",,349.0,8.95,0.46,83.28,,,257.0,,1.55,21.0,1622.0,,,,,,,,,75.0,,,
"Onions,Cnd,Sol&Liquids",,19.0,0.85,0.09,4.02,,,45.0,,0.13,371.0,111.0,,,,,,,,,4.3,,,
"Onions,Yel,Sauteed",,132.0,0.95,10.8,7.86,,,20.0,,0.27,12.0,133.0,,,,,,,,,1.8,,,
"Onions,Frz,Chopd,Unprep",,29.0,0.79,0.1,6.81,,,17.0,,0.33,12.0,124.0,,,,,,,,,3.3,,,
"Onions,Frz,Chopd,Ckd,Bld,Drnd,Wo/Salt",,28.0,0.77,0.1,6.59,,,16.0,,0.3,12.0,108.0,,,,,,,,,2.6,,,
"Onions,Frz,Whl,Unprep",,35.0,0.89,0.06,8.45,,,36.0,,0.46,10.0,142.0,,,,,,,,,8.0,,,
"Onions,Frz,Whl,Ckd,Bld,Drnd,Wo/Salt",,28.0,0.71,0.05,6.7,,,27.0,,0.34,8.0,101.0,,,,,,,,,5.1,,,
"Onions,Spring Or Scallions (Incl Tops&Bulb),Raw",,32.0,1.83,0.19,7.34,,,72.0,,1.48,16.0,276.0,,,,,,,,,18.8,,,
"Onions,Young Grn,Tops Only",,27.0,0.97,0.47,5.74,,,52.0,,0.51,15.0,159.0,,,,,,,,,13.4,,,
"Onions,Welsh,Raw",,34.0,1.9,0.4,6.5,,,18.0,,1.22,17.0,212.0,,,,,,,,,27.0,,,
"Onions,Swt,Raw",,32.0,0.8,0.08,7.55,,,20.0,,0.26,8.0,119.0,,,,,,,,,4.8,,,
"Onion Rings,Breaded,Par Fr,Frz,Unprep",,258.0,3.15,14.1,30.53,,,46.0,,0.93,246.0,190.0,,,,,,,,,4.6,,,
"Onion Rings,Breaded,Par Fr,Frz,Prep,Htd In Oven",,407.0,5.34,26.7,38.16,,,31.0,,1.69,375.0,129.0,,,,,,,,,1.4,,,
"Parsley,Frsh",,36.0,2.97,0.79,6.33,,,138.0,,6.2,56.0,554.0,,,,,,,,,133.0,,,
"Parsnips,Raw",,75.0,1.2,0.3,17.99,,,36.0,,0.59,10.0,375.0,,,,,,,,,17.0,,,
"Parsnips,Ckd,Bld,Drnd,Wo/Salt",,71.0,1.32,0.3,17.01,,,37.0,,0.58,10.0,367.0,,,,,,,,,13.0,,,
"Peas,Edible-Podded,Raw",,42.0,2.8,0.2,7.55,,,43.0,,2.08,4.0,200.0,,,,,,,,,60.0,,,
"Peas,Edible-Podded,Bld,Drnd,Wo/ Salt",,42.0,3.27,0.23,7.05,,,42.0,,1.97,4.0,240.0,,,,,,,,,47.9,,,
"Peas,Edible-Podded,Frz,Unprep",,42.0,2.8,0.3,7.2,,,50.0,,2.0,4.0,192.0,,,,,,,,,22.0,,,
"Peas,Edible-Podded,Frz,Ckd,Bld,Drnd,Wo/Salt",,52.0,3.5,0.38,9.02,,,59.0,,2.4,5.0,217.0,,,,,,,,,22.0,,,
"Peas,Green,Raw",,81.0,5.42,0.4,14.45,,,25.0,,1.47,5.0,244.0,,,,,,,,,40.0,,,
"Peas,Grn,Ckd,Bld,Drnd,Wo/Salt",,84.0,5.36,0.22,15.63,,,27.0,,1.54,3.0,271.0,,,,,,,,,14.2,,,
"Peas,Grn,Cnd,Reg Pk,Sol&Liquids",,58.0,3.01,0.48,10.6,,,20.0,,1.29,185.0,106.0,,,,,,,,,7.8,,,
"Peas,Grn (Includes Baby & Lesuer Types),Cnd,Drnd Sol,Unprep",,68.0,4.47,0.8,11.36,,,23.0,,1.18,273.0,106.0,,,,,,,,,4.2,,,
"Peas,Grn,Cnd,Seasoned,Sol&Liquids",,50.0,3.09,0.27,9.25,,,15.0,,1.2,254.0,122.0,,,,,,,,,11.5,,,
"Peas,Grn,Cnd,Draiend Sol,Rinsed In Tap H2o",,71.0,4.33,0.95,11.82,,,24.0,,1.09,231.0,105.0,,,,,,,,,9.3,,,
"Peas,Grn,Frz,Unprep",,77.0,5.22,0.4,13.62,,,22.0,,1.53,108.0,153.0,,,,,,,,,18.0,,,
"Peas,Grn,Frz,Ckd,Bld,Drnd,Wo/Salt",,78.0,5.15,0.27,14.26,,,24.0,,1.52,72.0,110.0,,,,,,,,,9.9,,,
"Peas,Mature Seeds,Sprouted,Raw",,124.0,8.8,0.68,27.11,,,36.0,,2.26,20.0,381.0,,,,,,,,,10.4,,,
"Peas,Mature Seeds,Sprouted,Ckd,Bld,Drnd,Wo/Salt",,98.0,7.05,0.51,17.08,,,26.0,,1.67,3.0,268.0,,,,,,,,,6.6,,,
"Peas&Carrots,Cnd,Reg Pk,Sol&Liquids",,38.0,2.17,0.27,8.48,,,23.0,,0.75,260.0,100.0,,,,,,,,,6.6,,,
"Peas&Carrots,Frz,Unprep",,53.0,3.4,0.47,11.15,,,27.0,,1.09,79.0,194.0,,,,,,,,,11.2,,,
"Peas&Carrots,Frz,Ckd,Bld,Drnd,Wo/Salt",,48.0,3.09,0.42,10.12,,,23.0,,0.94,68.0,158.0,,,,,,,,,8.1,,,
"Peas&Onions,Cnd,Sol&Liquids",,51.0,3.28,0.38,8.57,,,17.0,,0.87,442.0,96.0,,,,,,,,,3.0,,,
"Peas&Onions,Frz,Unprep",,70.0,3.98,0.32,13.51,,,23.0,,1.54,61.0,203.0,,,,,,,,,14.0,,,
"Peas&Onions,Frz,Ckd,Bld,Drnd,Wo/Salt",,45.0,2.54,0.2,8.63,,,14.0,,0.94,37.0,117.0,,,,,,,,,6.9,,,
"Peppers,Hot Chili,Grn,Cnd,Pods,Excluding Seeds,Sol&Liquids",,21.0,0.9,0.1,5.1,,,7.0,,0.5,1173.0,187.0,,,,,,,,,68.0,,,
"Peppers,Swt,Grn,Raw",,20.0,0.86,0.17,4.64,,,10.0,,0.34,3.0,175.0,,,,,,,,,80.4,,,
"Peppers,Swt,Grn,Ckd,Bld,Drnd,Wo/Salt",,28.0,0.92,0.2,6.7,,,9.0,,0.46,2.0,166.0,,,,,,,,,74.4,,,
"Peppers,Swt,Grn,Cnd,Sol&Liquids",,18.0,0.8,0.3,3.9,,,41.0,,0.8,1369.0,146.0,,,,,,,,,46.5,,,
"Peppers,Swt,Grn,Frz,Chopd,Unprep",,20.0,1.08,0.21,4.45,,,9.0,,0.62,5.0,91.0,,,,,,,,,58.7,,,
"Peppers,Swt,Grn,Frz,Chopd,Bld,Drnd,Wo/Salt",,18.0,0.95,0.18,3.9,,,8.0,,0.52,4.0,72.0,,,,,,,,,41.2,,,
"Peppers,Swt,Grn,Sauteed",,127.0,0.78,11.85,4.22,,,8.0,,0.3,17.0,134.0,,,,,,,,,177.0,,,
"Pigeonpeas,Immat Seeds,Raw",,136.0,7.2,1.64,23.88,,,42.0,,1.6,5.0,552.0,,,,,,,,,39.0,,,
"Pigeonpeas,Immat Seeds,Ckd,Bld,Drnd,Wo/Salt",,111.0,5.96,1.36,19.49,,,41.0,,1.57,5.0,456.0,,,,,,,,,28.1,,,
Poi,,112.0,0.38,0.14,27.23,,,16.0,,0.88,12.0,183.0,,,,,,,,,4.0,,,
"Pokeberry Shoots,(Poke),Raw",,23.0,2.6,0.4,3.7,,,53.0,,1.7,23.0,242.0,,,,,,,,,136.0,,,
